,SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
59,IC1=C(/N=N/C2=CC=CC=C2)C=NC=C1,4.131018518518519,0.7934750566893426,4.131018518518519,0.7934750566893426,0.6076450630450646,309.11,301.04600000000005,308.976295256,74,0,0.11726510265549318,-0.2623301750422748,0.2623301750422748,0.11726510265549318,1.0,1.8,2.533333333333333,126.91270433756729,10.321187256498348,1.9516721967490007,-1.9419959848718567,2.21443143167415,-1.7374295597040894,14.111961391702923,1.1865553061483383,2.228662000012767,468.26906708635744,10.510225400620904,7.838407413026109,9.995905704202432,7.360173345306137,4.423960816544812,5.5027099621329745,2.862635709190693,4.024826391578178,1.7778435786107252,2.6900503239573075,1.049001598562732,1.4569528569884918,-1.2999999999999998,3918.5754158638283,10.225706881392012,4.9715548056850345,2.8217566807040693,101.41676127204022,0.0,5.687386274683562,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,5.114250125629398,5.114250125629398,18.19910120538483,40.789971832452885,9.767025842678473,11.884229846296638,0.0,33.96564317643518,0.0,4.9839785209472085,10.228500251258795,0.0,0.0,52.3620718250612,0.0,0.0,0.0,11.374772549367124,0.0,22.590870627068057,4.9839785209472085,0.0,3.5701822710653963,0.0,59.0203898052546,0.0,0.0,0.0,37.61,0.0,0.0,0.0,0.0,0.0,14.944954820432521,0.0,12.393687143226153,36.39820241076966,37.80334939927406,0.0,1.0437788170823887,2.2093590702947847,3.999241635172588,8.248533333333334,1.638061224489796,0.0,11.539038013353489,3.4419879062736203,0.0,0.0,0.0,15,0,3,0,0,0,1,1,2,3,0,4,2,0,0,0,2,4.101600000000002,67.57200000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,CN(C)C1=C(/N=N/C2=CC=CC=C2)C=NC=C1,4.218518518518518,0.7651417233560093,4.218518518518518,0.7651417233560093,0.7506094620234086,226.28300000000004,212.17099999999996,226.12184644799999,86,0,0.12721984230757247,-0.37577118519881825,0.37577118519881825,0.12721984230757247,1.0,1.7647058823529411,2.4705882352941178,15.150098254340927,10.308794287802899,2.0190340091172456,-2.1275163715953527,2.2665279866790273,-2.0806380778499567,5.639630752679235,1.0958963631749816,2.2731360820981363,505.8377288588949,12.08757566981053,9.907656535516841,9.907656535516841,8.270856947829097,5.353012568790095,5.353012568790095,3.7943656805688764,3.7943656805688764,2.2889283236643534,2.2889283236643534,1.4402662345389856,1.4402662345389856,-2.2299999999999995,9685.615672363805,11.261208233126077,5.2052637699878685,2.8724867153375673,100.64464104999317,4.899909730850478,5.687386274683562,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,5.114250125629398,5.114250125629398,18.19910120538483,18.19910120538483,20.292187536967454,17.571616120980202,0.0,17.062158824050687,0.0,4.9839785209472085,10.228500251258795,0.0,18.99525369620486,48.79188955399581,0.0,0.0,4.899909730850478,17.062158824050687,0.0,0.0,19.07932248630159,0.0,0.0,0.0,59.0203898052546,0.0,0.0,0.0,40.85,0.0,0.0,0.0,0.0,0.0,17.062158824050687,0.0,12.393687143226153,55.39345610697452,15.212478772206005,0.0,0.0,0.0,6.046726820357772,8.39638888888889,2.59916052532124,0.0,11.562500787351977,3.4569879062736204,0.0,3.9382350718065005,0.15384615384615385,17,0,4,0,0,0,1,1,2,4,0,4,3,0,0,0,2,3.5630000000000015,69.18200000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,O=C(N(CCC)C=C1/N=N/C2=CC=C(C(C)(C)C)C=C2)NC1=O,11.780697279345368,-0.5301715377509029,11.780697279345368,0.07189671596443636,0.8739076730312245,314.389,292.21299999999997,314.174275944,122,0,0.32793882858565493,-0.2983595354327579,0.32793882858565493,0.2983595354327579,1.0869565217391304,1.7391304347826086,2.3043478260869565,16.15756096397713,9.870163645494506,2.122415171219644,-2.1800870929440292,2.244944179098728,-2.284874500338239,5.408595187011668,0.5901108762998675,2.2796700622808688,808.2126160624632,17.035169427003233,13.959102275748826,13.959102275748826,10.807880315929774,7.670644460305079,7.670644460305079,6.463884901368979,6.463884901368979,3.463130782787581,3.463130782787581,2.1157546042872943,2.1157546042872943,-2.4999999999999996,104065.85111660685,16.863439697133586,6.726001511715798,4.246666666666667,134.46218161940223,0.0,0.0,5.687386274683562,0.0,5.559266895052008,5.689743398203474,14.345615352810384,4.794537184071822,5.114250125629398,5.114250125629398,39.827682935685715,29.531997720943004,12.741599977525652,5.687386274683562,0.0,11.374772549367124,0.0,9.551078168738563,10.228500251258795,46.07551729699786,0.0,56.863847998555634,0.0,0.0,11.24901029325548,11.374772549367124,0.0,0.0,9.551078168738563,11.959746875309355,0.0,39.679221913385504,50.27988646486195,0.0,0.0,0.0,79.58,11.24901029325548,9.589074368143644,0.0,11.102376744080342,12.232142680596137,6.4208216229260096,16.327394711101427,0.0,31.18920547353706,35.98369037127788,0.0,1.429022633744856,0.0,25.659260473586077,8.054428382464097,1.0970142447316324,0.0,7.716126963130932,2.230643565054258,8.89683707062148,0.0,0.4117647058823529,23,1,6,0,0,0,1,1,2,5,1,6,4,0,0,0,2,3.6595000000000013,90.93170000000005,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,O=C(COC1=C(/N=N\C2=C(OC3)C=CC=C2)C=CC=C1)O[C@H]4[C@H](OCC5=CC=CC=C5)[C@@H](OCC6=CC=CC=C6)[C@H](SC7=CC=CC=C7)O[C@@H]4COC3=O,13.715649338936675,-1.0849368695544752,13.715649338936675,0.18265271210697298,0.1443330624385452,746.8380000000003,708.5340000000002,746.2298017960001,276,0,0.344130149725245,-0.479567571465129,0.479567571465129,0.344130149725245,0.5740740740740741,1.0740740740740742,1.6666666666666667,32.16669850291652,9.986262376774109,2.503038492954783,-2.4496351296461056,2.3854496140099104,-2.607320581461627,7.9943205408365925,-0.24783434670167612,1.2319888954287637,2001.5352463494094,36.95296145374354,29.178251538880815,29.99474811980854,26.58565267136742,17.476218379589064,18.35587119084395,12.346553080122442,13.518275478014772,8.520330690473543,9.676326615264149,5.889384450734262,7.037735356288253,-5.5299999999999985,2226259782177.7583,36.81262040581387,18.484251500631768,9.908654946630435,316.7151716859438,33.15804067660034,53.22857571526184,19.31773031677414,0.0,0.0,11.938610575903699,0.0,9.589074368143644,0.0,10.228500251258795,114.89012511323853,47.52510539416365,4.895483475517775,13.213763929025836,42.747115044743985,35.075268074661935,0.0,0.0,10.228500251258795,47.9611113271059,19.820645893538753,150.65334555801107,0.0,11.49902366656781,9.473725907600098,11.374772549367124,11.49902366656781,11.761884949391115,61.611120392004736,46.487153066169725,0.0,11.126902983393991,154.65042630139362,0.0,0.0,0.0,123.47000000000003,55.00423842749182,9.589074368143644,0.0,19.820645893538753,22.873796215934934,16.022386458911768,11.761884949391115,48.53093654769288,90.99550602692418,10.228500251258795,33.15804067660034,43.72473304918402,1.4389418340387508,27.822119200197996,8.666526545555932,1.9444279307282823,-0.7145367681646846,43.01281402759936,-3.66880558583037,-0.7262202333092913,0.0,0.23809523809523808,54,0,11,0,2,2,5,0,5,12,0,12,8,0,1,1,7,8.016200000000008,199.88699999999946,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,CC1=C(C(C)=NN1)/N=N/C2=C(F)C=CC=C2,13.242195530990173,-0.3842120181405895,13.242195530990173,0.22453703703703742,0.7692968569446477,218.235,207.147,218.096774572,82,0,0.1501965932621589,-0.2802657746285677,0.2802657746285677,0.1501965932621589,1.1875,1.9375,2.5625,19.14220665904501,10.294901927609683,2.0470290882526307,-1.938109305792689,2.2411266922002473,-1.73247426326784,5.4587363611808755,0.6281737726938759,2.3190584901463636,511.0308745197941,11.543605595440512,9.029006336267607,9.029006336267607,7.6815405503520555,4.860759696694156,4.860759696694156,3.4340353466316973,3.4340353466316973,2.19940990626446,2.19940990626446,1.3290154471312539,1.3290154471312539,-2.0399999999999996,5833.931083249398,10.476886385083931,4.219731367635919,1.9765714235398746,92.22795677213509,0.0,11.374772549367124,5.817220841045895,0.0,0.0,0.0,5.098681808301038,4.39041504767482,5.098681808301038,10.228500251258795,12.13273413692322,25.980208536304467,0.0,11.387855989696922,4.39041504767482,11.374772549367124,0.0,10.197363616602075,10.228500251258795,13.847474399381248,0.0,41.470545104589256,0.0,0.0,0.0,15.765187597041944,0.0,0.0,10.197363616602075,0.0,19.664695240427143,11.387855989696922,34.49396852510524,0.0,0.0,0.0,53.4,0.0,4.39041504767482,0.0,11.504607115729456,5.687386274683562,11.387855989696922,6.06636706846161,18.19910120538483,13.847474399381248,20.42586386786087,0.0,13.242195530990173,0.0,0.0,14.616207246787603,2.4453070672713535,-0.3842120181405895,6.252220804988663,0.0,3.6616147014361298,0.0,0.18181818181818182,16,1,4,0,0,0,1,1,2,3,1,5,2,0,0,0,2,3.5810400000000016,58.63770000000002,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,CC1=C(C(C)=NN1)/N=N/C2=CC(F)=CC=C2,12.871335034013605,-0.32214120370370325,12.871335034013605,0.32214120370370325,0.7692968569446477,218.235,207.147,218.096774572,82,0,0.12911643686268887,-0.28026577469157554,0.28026577469157554,0.12911643686268887,1.25,2.0625,2.6875,19.14214245250945,10.297965341328974,2.0369343378109988,-1.9269051389117233,2.230556102732992,-1.7132343776975036,5.456617758149029,0.6277688927420664,2.278925587626252,511.0308745197941,11.543605595440512,9.029006336267607,9.029006336267607,7.664703797946448,4.854776632550449,4.854776632550449,3.462494895802029,3.462494895802029,2.1628928657324273,2.1628928657324273,1.3383822387639872,1.3383822387639872,-2.0399999999999996,5592.498276749434,10.476886385083931,4.219731367635919,2.1317825931087535,92.22795677213507,0.0,11.504607115729456,0.0,0.0,0.0,0.0,5.098681808301038,4.39041504767482,10.212931933930435,5.114250125629398,6.06636706846161,25.980208536304467,6.06636706846161,17.075242264380485,4.39041504767482,11.374772549367124,0.0,10.197363616602075,10.228500251258795,13.847474399381248,0.0,41.470545104589256,0.0,0.0,0.0,15.765187597041944,0.0,0.0,10.197363616602075,0.0,19.664695240427143,11.387855989696922,34.49396852510524,0.0,0.0,0.0,53.4,0.0,4.39041504767482,0.0,5.817220841045895,11.374772549367124,11.387855989696922,12.13273413692322,12.13273413692322,13.847474399381248,20.42586386786087,0.0,12.871335034013605,0.0,0.0,14.797358749055178,2.805154950869237,-0.32214120370370325,5.98384802532124,0.0,3.6977777777777776,0.0,0.18181818181818182,16,1,4,0,0,0,1,1,2,3,1,5,2,0,0,0,2,3.5810400000000016,58.63770000000002,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,CC1=C(C(C)=NN1)/N=N/C2=CC=C(F)C=C2,12.641266639371798,-0.2827572016460902,12.641266639371798,0.2827572016460902,0.7692968569446477,218.235,207.147,218.096774572,82,0,0.12911642152443506,-0.28026577469168956,0.28026577469168956,0.12911642152443506,1.125,1.8125,2.375,19.14214076041432,10.29883694714849,2.0353119957785313,-1.9242307616707555,2.2286332309822545,-1.7081829202896104,5.456250242142891,0.6276657589056618,2.2435498784059615,493.78087451979405,11.543605595440512,9.029006336267607,9.029006336267607,7.664703797946448,4.854776632550449,4.854776632550449,3.45904057210808,3.45904057210808,2.181318348821503,2.181318348821503,1.307812599192699,1.307812599192699,-2.0399999999999996,5741.63703054055,10.476886385083931,4.219731367635919,2.1317825931087535,92.22795677213507,0.0,11.504607115729456,0.0,0.0,0.0,0.0,5.098681808301038,4.39041504767482,10.212931933930435,5.114250125629398,0.0,38.112942673227685,0.0,17.075242264380485,4.39041504767482,11.374772549367124,0.0,10.197363616602075,10.228500251258795,13.847474399381248,0.0,41.470545104589256,0.0,0.0,0.0,15.765187597041944,0.0,0.0,10.197363616602075,0.0,19.664695240427143,11.387855989696922,34.49396852510524,0.0,0.0,0.0,53.4,0.0,4.39041504767482,0.0,5.817220841045895,5.687386274683562,17.075242264380485,12.13273413692322,12.13273413692322,13.847474399381248,20.42586386786087,0.0,12.641266639371798,0.0,0.0,14.906187274292433,2.9976373666750655,-0.2827572016460902,5.847259542705972,0.0,3.723739711934156,0.0,0.18181818181818182,16,1,4,0,0,0,1,1,2,3,1,5,2,0,0,0,2,3.5810400000000016,58.63770000000002,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,CC1=C(C(C)=NN1)/N=N/C2=C(Cl)C=CC=C2,5.966798705593347,0.5880102040816331,5.966798705593347,0.5880102040816331,0.7819124396541965,234.69000000000003,223.602,234.06722403199998,82,0,0.12911742575747479,-0.28026577466005553,0.28026577466005553,0.12911742575747479,1.1875,1.9375,2.5625,35.49569139165558,10.304781644548498,2.0432089037856325,-1.9479075294978199,2.2742369068232717,-1.6984021089869545,6.324399013226921,1.0163919400875312,2.3190584901463636,511.0308745197941,11.543605595440512,9.029006336267607,9.78493528228606,7.6815405503520555,4.860759696694156,5.238724169703382,3.4340353466316973,3.8412354733723033,2.19940990626446,2.5190224345250503,1.3290154471312539,1.5025452700123787,-1.6799999999999993,5833.931083249398,10.825150352105474,4.447861339228201,2.1151548696753837,98.36568759609051,0.0,11.374772549367124,0.0,0.0,0.0,0.0,5.098681808301038,0.0,5.098681808301038,10.228500251258795,23.733674027155736,25.980208536304467,0.0,16.410489303438247,0.0,22.97571243959964,0.0,10.197363616602075,10.228500251258795,13.847474399381248,0.0,40.675957577284684,0.0,0.0,0.0,11.374772549367124,0.0,11.600939890232516,10.197363616602075,0.0,13.847474399381248,11.387855989696922,34.49396852510524,5.022633313741326,0.0,0.0,53.4,0.0,0.0,0.0,0.0,10.710019588424888,17.075242264380485,0.0,6.06636706846161,32.046575604766076,20.42586386786087,11.600939890232516,0.0,5.966798705593347,0.0,15.724356339758124,3.1441606827916355,0.0,7.325986237087427,0.0,3.7831424792139074,0.0,0.18181818181818182,16,1,4,0,0,0,1,1,2,3,1,5,2,0,0,0,2,4.095340000000003,63.68970000000002,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,CC1=C(C(C)=NN1)/N=N/C2=CC(Cl)=CC=C2,5.847842725567592,0.6500810185185191,5.847842725567592,0.6500810185185191,0.7819124396541967,234.69000000000003,223.602,234.06722403199998,82,0,0.12911642915977944,-0.28026577469163255,0.28026577469163255,0.12911642915977944,1.25,2.0625,2.6875,35.495691139048006,10.305641752604544,2.0359069438820145,-1.9326004535972523,2.2419843217314295,-1.6919786470746399,6.303301783624107,1.016391940087531,2.278925587626252,511.0308745197941,11.543605595440512,9.029006336267607,9.784935282286062,7.664703797946448,4.854776632550449,5.2327411055596755,3.462494895802029,3.8989306762740132,2.1628928657324273,2.397989968520166,1.3383822387639872,1.5229106179916159,-1.6799999999999993,5592.498276749434,10.825150352105474,4.447861339228201,2.278934230097653,98.36568759609051,0.0,5.687386274683562,0.0,0.0,0.0,0.0,5.098681808301038,0.0,10.212931933930435,5.114250125629398,17.667306958694127,32.046575604766076,5.022633313741326,17.075242264380485,0.0,22.97571243959964,0.0,10.197363616602075,10.228500251258795,13.847474399381248,0.0,40.67595757728469,0.0,0.0,0.0,11.374772549367124,0.0,11.600939890232516,10.197363616602075,0.0,13.847474399381248,11.387855989696922,34.49396852510524,5.022633313741326,0.0,0.0,53.4,0.0,0.0,0.0,0.0,5.022633313741326,22.762628539064046,0.0,12.13273413692322,25.980208536304467,20.42586386786087,11.600939890232516,0.0,5.847842725567592,0.0,15.807041962361074,3.2491033635676496,0.0,7.246656667296548,0.0,3.7937997256515774,0.0,0.18181818181818182,16,1,4,0,0,0,1,1,2,3,1,5,2,0,0,0,2,4.095340000000002,63.68970000000002,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,CC1=C(C(C)=NN1)/N=N/C2=CC=C(Cl)C=C2,5.774560167688474,0.6894650205761321,5.774560167688474,0.6894650205761321,0.7819124396541967,234.69000000000003,223.602,234.06722403199998,82,0,0.12911642146706534,-0.28026577469168956,0.28026577469168956,0.12911642146706534,1.125,1.8125,2.375,35.49569113387273,10.305886602711137,2.0346941488901846,-1.928791961027561,2.2360692935853965,-1.6904944981646548,6.30141360799756,1.0163919400875288,2.2435498784059615,493.78087451979405,11.543605595440512,9.029006336267607,9.784935282286062,7.664703797946448,4.854776632550449,5.232741105559676,3.45904057210808,3.895476352580064,2.181318348821503,2.4332946641609876,1.307812599192699,1.4338007568624416,-1.6799999999999993,5741.63703054055,10.825150352105474,4.447861339228201,2.278934230097653,98.3656875960905,0.0,5.687386274683562,0.0,0.0,0.0,0.0,5.098681808301038,0.0,10.212931933930435,5.114250125629398,11.600939890232516,38.112942673227685,5.022633313741326,17.075242264380485,0.0,22.97571243959964,0.0,10.197363616602075,10.228500251258795,13.847474399381248,0.0,40.67595757728469,0.0,0.0,0.0,11.374772549367124,0.0,11.600939890232516,10.197363616602075,0.0,13.847474399381248,11.387855989696922,34.49396852510524,5.022633313741326,0.0,0.0,53.4,0.0,0.0,0.0,0.0,5.022633313741326,22.762628539064046,0.0,12.13273413692322,25.980208536304467,20.42586386786087,11.600939890232516,0.0,5.774560167688474,0.0,15.860819843369448,3.3099787589933096,0.0,7.19756818468128,0.0,3.8015174897119337,0.0,0.18181818181818182,16,1,4,0,0,0,1,1,2,3,1,5,2,0,0,0,2,4.095340000000002,63.68970000000002,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,CC1=C(C(C)=NN1)/N=N/C2=C(Br)C=CC=C2,4.197638888888889,0.8016232048374906,4.197638888888889,0.8016232048374906,0.8225520130201309,279.141,268.05300000000005,278.01670845200005,82,0,0.12911717992836735,-0.2802657746678157,0.2802657746678157,0.12911717992836735,1.1875,1.9375,2.5625,79.91873106588835,10.30735845626324,2.042345358798829,-1.9509000476079152,2.277597767162958,-1.699866111670341,9.103664176747849,1.0163919400875305,2.3190584901463636,511.0308745197941,11.543605595440512,9.029006336267607,10.615002875382311,7.6815405503520555,4.860759696694156,5.653757966251507,3.4340353466316973,4.288372245806217,2.19940990626446,2.8699813486584937,1.3290154471312539,1.6930942404784957,-1.4899999999999993,5833.931083249398,11.009168399081975,4.569715341117979,2.1899125687219128,101.92996897485021,0.0,5.687386274683562,0.0,0.0,0.0,0.0,5.098681808301038,0.0,5.098681808301038,10.228500251258795,12.13273413692322,41.91015243425382,4.472719515832414,17.075242264380485,0.0,27.304716447316473,0.0,10.197363616602075,10.228500251258795,13.847474399381248,0.0,40.12604377937578,0.0,0.0,0.0,11.374772549367124,0.0,15.929943897949348,10.197363616602075,0.0,13.847474399381248,11.387855989696922,38.96668804093765,0.0,0.0,0.0,53.4,0.0,0.0,0.0,0.0,0.0,27.23534805489646,0.0,0.0,38.112942673227685,36.35580776581022,0.0,0.9282879818594106,3.4204098167044594,0.0,15.318394746787604,3.3887594482237344,0.0,7.701804138321996,0.0,3.8256772014361298,0.0,0.18181818181818182,16,1,4,0,0,0,1,1,2,3,1,5,2,0,0,0,2,4.204440000000003,66.37970000000001,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,CC1=C(C(C)=NN1)/N=N/C2=CC(Br)=CC=C2,4.187083333333333,0.8055328798185942,4.187083333333333,0.8055328798185942,0.8225520130201309,279.141,268.05300000000005,278.01670845200005,82,0,0.12911642725972589,-0.28026577469164654,0.28026577469164654,0.12911642725972589,1.25,2.0625,2.6875,79.91873105990126,10.307639041646553,2.035666610882081,-1.9343910193786278,2.243493279232298,-1.6927756279876867,9.10300975642196,1.0163919400875334,2.278925587626252,511.0308745197941,11.543605595440512,9.029006336267607,10.615002875382311,7.664703797946448,4.854776632550449,5.6477749021078,3.462494895802029,4.378170424593717,2.1628928657324273,2.6561445044494665,1.3383822387639872,1.7255368415410581,-1.4899999999999993,5592.498276749434,11.009168399081975,4.569715341117979,2.358242714897591,101.9299689748502,0.0,5.687386274683562,0.0,0.0,0.0,0.0,5.098681808301038,0.0,10.212931933930435,5.114250125629398,21.99631096641096,32.046575604766076,4.472719515832414,17.075242264380485,0.0,27.304716447316473,0.0,10.197363616602075,10.228500251258795,13.847474399381248,0.0,40.12604377937578,0.0,0.0,0.0,11.374772549367124,0.0,15.929943897949348,10.197363616602075,0.0,13.847474399381248,11.387855989696922,38.96668804093765,0.0,0.0,0.0,53.4,0.0,0.0,0.0,0.0,0.0,27.23534805489646,0.0,0.0,38.112942673227685,36.35580776581022,0.0,0.9903587962962964,3.3896204176114892,0.0,15.28282171201814,3.4044853080120943,0.0,7.688639691987906,0.0,3.8274074074074074,0.0,0.18181818181818182,16,1,4,0,0,0,1,1,2,3,1,5,2,0,0,0,2,4.204440000000002,66.37970000000001,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
